event_id,timestamp,user_id,user_timeline_step,table_accessed,query_type,rows_returned,after_hours_access,sensitive_data_access,failed_login_attempt,total_queries_session,data_exfiltration_pattern,unusual_query_flag
314,2026-03-08 23:45:00,user_11,13,customers,SELECT,109,1,0,0,15,0,0
313,2026-03-09 01:47:00,user_11,12,finance,SELECT,169,1,1,0,18,0,0
312,2026-03-09 15:44:00,user_11,11,orders,SELECT,146,0,0,0,16,0,0
331,2026-03-10 01:33:00,user_11,30,inventory,SELECT,171,1,0,0,19,0,0
318,2026-03-10 07:03:00,user_11,17,customers,SELECT,872,1,1,1,49,1,1
311,2026-03-11 08:04:00,user_11,10,hr_data,SELECT,152,0,0,0,18,0,0
328,2026-03-11 14:10:00,user_11,27,customers,SELECT,112,0,0,0,21,0,0
329,2026-03-12 01:08:00,user_11,28,hr_data,SELECT,88,1,0,0,13,0,0
333,2026-03-12 07:27:00,user_11,32,transactions,SELECT,828,1,1,1,32,1,1
322,2026-03-12 10:34:00,user_11,21,customers,INSERT,153,0,0,0,14,0,0
320,2026-03-13 08:28:00,user_11,19,customers,SELECT,121,0,0,0,14,0,0
324,2026-03-13 08:33:00,user_11,23,customers,SELECT,169,0,0,0,9,0,0
307,2026-03-13 23:43:00,user_11,6,hr_data,SELECT,885,1,1,1,66,1,1
302,2026-03-14 05:17:00,user_11,1,finance,INSERT,214,1,1,0,17,0,0
330,2026-03-14 08:31:00,user_11,29,hr_data,SELECT,96,0,0,0,16,0,0
316,2026-03-15 02:09:00,user_11,15,transactions,SELECT,107,1,1,0,15,0,0
349,2026-03-01 20:06:00,user_12,16,orders,SELECT,60,1,0,0,4,0,0
338,2026-03-02 00:23:00,user_12,5,orders,SELECT,112,1,0,0,8,0,0
335,2026-03-03 11:05:00,user_12,2,hr_data,SELECT,52,0,0,0,11,0,0
352,2026-03-04 09:51:00,user_12,19,customers,SELECT,98,0,0,0,3,0,0
346,2026-03-04 15:24:00,user_12,13,orders,SELECT,62,0,0,0,5,0,0
353,2026-03-05 08:37:00,user_12,20,transactions,SELECT,109,0,1,0,8,0,0
334,2026-03-07 13:58:00,user_12,1,orders,SELECT,127,0,0,0,5,0,0
358,2026-03-07 21:15:00,user_12,25,orders,SELECT,59,1,0,0,3,0,0
343,2026-03-07 22:20:00,user_12,10,customers,SELECT,73,1,0,0,9,0,0
355,2026-03-08 01:15:00,user_12,22,customers,SELECT,142,1,0,0,6,0,0
356,2026-03-08 13:21:00,user_12,23,hr_data,SELECT,110,0,0,0,14,0,0
359,2026-03-08 22:16:00,user_12,26,orders,SELECT,95,1,0,0,14,0,0
339,2026-03-09 00:06:00,user_12,6,salary,SELECT,102,1,1,0,8,0,0
351,2026-03-09 05:18:00,user_12,18,customers,SELECT,895,1,1,1,46,1,1
336,2026-03-09 07:55:00,user_12,3,hr_data,SELECT,113,1,0,0,5,0,0
350,2026-03-09 20:52:00,user_12,17,orders,SELECT,130,1,0,0,8,0,0
337,2026-03-09 21:13:00,user_12,4,customers,INSERT,107,1,0,0,7,0,0
360,2026-03-10 11:27:00,user_12,27,salary,UPDATE,63,0,1,1,9,0,0
341,2026-03-11 13:59:00,user_12,8,finance,DELETE,520,1,1,0,34,1,1
344,2026-03-11 18:38:00,user_12,11,customers,UPDATE,80,0,0,0,1,0,0
340,2026-03-12 03:01:00,user_12,7,finance,SELECT,59,1,1,0,5,0,0
354,2026-03-12 06:20:00,user_12,21,finance,UPDATE,768,1,1,1,27,1,1
348,2026-03-13 08:17:00,user_12,15,inventory,SELECT,65,0,0,0,6,0,0
345,2026-03-13 13:45:00,user_12,12,customers,SELECT,131,0,0,0,1,0,0
357,2026-03-13 17:34:00,user_12,24,inventory,SELECT,73,0,0,0,4,0,0
342,2026-03-13 20:43:00,user_12,9,hr_data,SELECT,100,1,0,0,3,0,0
347,2026-03-14 08:39:00,user_12,14,orders,SELECT,669,1,1,0,29,1,1
367,2026-03-02 16:19:00,user_13,7,customers,SELECT,120,0,0,0,11,0,0
385,2026-03-03 01:30:00,user_13,25,orders,SELECT,115,1,0,0,13,0,0
390,2026-03-03 04:04:00,user_13,30,orders,SELECT,81,1,0,0,20,0,0
391,2026-03-04 05:21:00,user_13,31,finance,SELECT,472,1,1,1,62,1,1
368,2026-03-05 00:22:00,user_13,8,hr_data,SELECT,25,1,0,0,9,0,0
380,2026-03-05 08:04:00,user_13,20,salary,SELECT,505,1,1,1,33,1,1
389,2026-03-06 12:08:00,user_13,29,orders,DELETE,76,0,0,0,12,0,0
381,2026-03-06 18:17:00,user_13,21,salary,SELECT,119,0,1,0,12,0,0
373,2026-03-07 17:12:00,user_13,13,customers,SELECT,4,0,0,0,12,0,0
379,2026-03-07 23:34:00,user_13,19,transactions,UPDATE,53,1,1,0,14,0,0
364,2026-03-08 02:27:00,user_13,4,orders,SELECT,115,1,0,0,15,0,0
383,2026-03-08 09:54:00,user_13,23,orders,SELECT,78,0,0,0,7,0,0
378,2026-03-08 15:32:00,user_13,18,finance,SELECT,28,0,1,0,10,0,0
366,2026-03-09 09:32:00,user_13,6,finance,SELECT,28,0,1,0,20,0,0
370,2026-03-09 17:03:00,user_13,10,orders,DELETE,457,1,1,0,68,1,1
361,2026-03-09 17:37:00,user_13,1,hr_data,SELECT,84,0,0,0,12,0,0
382,2026-03-09 18:28:00,user_13,22,inventory,INSERT,388,1,1,0,29,1,1
384,2026-03-10 17:20:00,user_13,24,salary,UPDATE,624,1,1,0,66,1,1
362,2026-03-11 00:50:00,user_13,2,customers,SELECT,65,1,0,0,12,0,0
387,2026-03-11 05:16:00,user_13,27,inventory,UPDATE,121,1,0,0,7,0,0
369,2026-03-11 08:18:00,user_13,9,customers,SELECT,134,0,0,0,17,0,0
365,2026-03-11 11:25:00,user_13,5,orders,SELECT,40,0,0,1,6,0,0
377,2026-03-11 12:05:00,user_13,17,hr_data,UPDATE,9,0,0,0,13,0,0
375,2026-03-11 12:43:00,user_13,15,customers,SELECT,37,0,0,0,16,0,0
371,2026-03-11 14:43:00,user_13,11,hr_data,SELECT,94,0,0,0,10,0,0
376,2026-03-12 13:15:00,user_13,16,customers,SELECT,476,1,1,0,70,1,1
374,2026-03-12 17:32:00,user_13,14,inventory,DELETE,566,1,1,0,70,1,1
388,2026-03-13 03:57:00,user_13,28,customers,SELECT,92,1,0,0,9,0,0
363,2026-03-13 18:54:00,user_13,3,orders,SELECT,73,0,0,0,5,0,0
386,2026-03-13 22:05:00,user_13,26,finance,SELECT,9,1,1,0,23,0,0
372,2026-03-14 10:26:00,user_13,12,customers,SELECT,102,0,0,0,10,0,0
392,2026-03-14 14:06:00,user_13,32,customers,SELECT,121,0,0,0,16,0,0
426,2026-03-01 19:20:00,user_14,34,orders,SELECT,179,0,0,0,16,0,0
422,2026-03-01 23:33:00,user_14,30,inventory,SELECT,111,1,0,0,13,0,0
393,2026-03-02 07:29:00,user_14,1,transactions,SELECT,890,1,1,0,41,1,1
408,2026-03-02 12:36:00,user_14,16,orders,SELECT,163,0,0,0,11,0,0
421,2026-03-03 20:51:00,user_14,29,hr_data,SELECT,127,1,0,0,13,0,0
402,2026-03-04 13:56:00,user_14,10,customers,SELECT,194,0,0,0,14,0,0
405,2026-03-05 00:01:00,user_14,13,inventory,SELECT,96,1,0,0,3,0,0
424,2026-03-05 06:07:00,user_14,32,inventory,SELECT,107,1,0,0,18,0,0
394,2026-03-06 04:07:00,user_14,2,salary,SELECT,172,1,1,0,8,0,0
397,2026-03-08 03:26:00,user_14,5,inventory,SELECT,157,1,0,0,12,0,0
396,2026-03-08 05:59:00,user_14,4,inventory,UPDATE,78,1,0,0,6,0,0
406,2026-03-08 09:30:00,user_14,14,inventory,SELECT,172,0,0,0,19,0,0
399,2026-03-08 11:42:00,user_14,7,transactions,SELECT,130,0,1,0,10,0,0
404,2026-03-08 19:49:00,user_14,12,hr_data,SELECT,49,0,0,0,19,0,0
416,2026-03-08 22:53:00,user_14,24,transactions,SELECT,136,1,1,0,12,0,0
419,2026-03-09 00:42:00,user_14,27,inventory,SELECT,127,1,0,0,11,0,0
414,2026-03-09 02:11:00,user_14,22,inventory,SELECT,103,1,0,0,12,0,0
400,2026-03-09 05:37:00,user_14,8,hr_data,SELECT,92,1,0,0,3,0,0
410,2026-03-09 16:45:00,user_14,18,salary,SELECT,106,0,1,0,6,0,0
425,2026-03-10 00:38:00,user_14,33,customers,SELECT,412,1,1,0,37,1,1
412,2026-03-10 03:59:00,user_14,20,inventory,SELECT,190,1,0,0,13,0,0
418,2026-03-10 07:36:00,user_14,26,hr_data,SELECT,141,1,0,0,12,0,0
398,2026-03-10 19:59:00,user_14,6,inventory,SELECT,182,0,0,0,8,0,0
403,2026-03-10 21:21:00,user_14,11,customers,UPDATE,58,1,0,0,7,0,0
407,2026-03-11 18:42:00,user_14,15,hr_data,SELECT,160,0,0,0,12,0,0
409,2026-03-12 02:00:00,user_14,17,orders,SELECT,437,1,1,0,41,1,1
395,2026-03-12 16:59:00,user_14,3,transactions,SELECT,193,0,1,0,11,0,0
417,2026-03-13 02:32:00,user_14,25,customers,DELETE,116,1,0,0,10,0,0
401,2026-03-14 03:44:00,user_14,9,customers,SELECT,760,1,1,0,40,1,1
420,2026-03-14 04:25:00,user_14,28,orders,UPDATE,87,1,0,0,16,0,0
411,2026-03-14 08:26:00,user_14,19,inventory,SELECT,143,0,0,0,15,0,0
423,2026-03-14 12:55:00,user_14,31,inventory,SELECT,200,0,0,0,6,0,0
415,2026-03-15 02:01:00,user_14,23,inventory,SELECT,440,1,1,0,70,1,1
413,2026-03-15 06:42:00,user_14,21,customers,INSERT,102,1,0,0,9,0,0
459,2026-03-02 18:55:00,user_15,33,finance,SELECT,87,0,1,1,13,0,0
428,2026-03-02 19:00:00,user_15,2,salary,SELECT,97,0,1,0,10,0,0
442,2026-03-03 15:54:00,user_15,16,finance,SELECT,67,0,1,0,5,0,0
450,2026-03-03 19:36:00,user_15,24,hr_data,SELECT,72,0,0,0,12,0,0
456,2026-03-04 13:47:00,user_15,30,inventory,DELETE,692,1,1,1,40,1,1
443,2026-03-04 23:15:00,user_15,17,orders,DELETE,128,1,0,0,11,0,0
447,2026-03-05 09:00:00,user_15,21,hr_data,SELECT,21,0,0,0,13,0,0
441,2026-03-06 16:09:00,user_15,15,customers,SELECT,124,0,0,0,13,0,0
440,2026-03-06 21:24:00,user_15,14,customers,DELETE,141,1,0,0,9,0,0
438,2026-03-07 05:03:00,user_15,12,salary,SELECT,105,1,1,0,11,0,0
431,2026-03-07 09:22:00,user_15,5,finance,SELECT,105,0,1,0,17,0,0
439,2026-03-07 13:04:00,user_15,13,hr_data,SELECT,900,1,1,0,40,1,1
452,2026-03-07 14:00:00,user_15,26,customers,SELECT,95,0,0,0,12,0,0
435,2026-03-07 14:20:00,user_15,9,orders,SELECT,97,0,0,0,14,0,0
445,2026-03-07 20:52:00,user_15,19,finance,DELETE,887,1,1,1,39,1,1
433,2026-03-07 22:50:00,user_15,7,salary,SELECT,87,1,1,0,7,0,0
449,2026-03-07 23:05:00,user_15,23,transactions,SELECT,85,1,1,1,14,0,0
437,2026-03-07 23:37:00,user_15,11,customers,INSERT,752,1,1,0,66,1,1
436,2026-03-10 08:28:00,user_15,10,transactions,INSERT,44,0,1,0,6,0,0
455,2026-03-10 14:27:00,user_15,29,transactions,SELECT,397,1,1,1,36,1,1
457,2026-03-11 12:58:00,user_15,31,salary,INSERT,86,0,1,0,5,0,0
453,2026-03-11 19:37:00,user_15,27,finance,SELECT,645,1,1,0,43,1,1
444,2026-03-12 05:45:00,user_15,18,finance,SELECT,59,1,1,0,11,0,0
429,2026-03-12 06:15:00,user_15,3,inventory,SELECT,57,1,0,0,17,0,0
434,2026-03-12 07:02:00,user_15,8,orders,DELETE,64,1,0,0,13,0,0
448,2026-03-12 15:32:00,user_15,22,customers,SELECT,161,0,0,0,6,0,0
430,2026-03-13 12:09:00,user_15,4,orders,SELECT,120,0,0,1,15,0,0
446,2026-03-13 13:15:00,user_15,20,salary,UPDATE,479,1,1,1,51,1,1
451,2026-03-13 17:42:00,user_15,25,inventory,UPDATE,816,1,1,1,54,1,1
432,2026-03-14 01:47:00,user_15,6,orders,DELETE,47,1,0,0,8,0,0
454,2026-03-14 07:05:00,user_15,28,finance,SELECT,49,1,1,1,16,0,0
458,2026-03-14 09:52:00,user_15,32,customers,SELECT,72,0,0,0,7,0,0
427,2026-03-15 06:56:00,user_15,1,hr_data,UPDATE,66,1,0,0,5,0,0
482,2026-03-01 17:32:00,user_16,23,customers,SELECT,172,0,0,0,14,0,0
478,2026-03-01 21:24:00,user_16,19,hr_data,SELECT,198,1,0,0,12,0,0
485,2026-03-02 15:49:00,user_16,26,customers,INSERT,134,0,0,0,13,0,0
472,2026-03-03 00:53:00,user_16,13,customers,SELECT,361,1,1,0,29,1,1
481,2026-03-03 22:37:00,user_16,22,customers,SELECT,143,1,0,0,16,0,0
460,2026-03-04 01:07:00,user_16,1,finance,DELETE,83,1,1,0,10,0,0
466,2026-03-05 23:24:00,user_16,7,inventory,SELECT,152,1,0,0,13,0,0
461,2026-03-06 09:36:00,user_16,2,customers,SELECT,114,0,0,0,12,0,0
487,2026-03-08 16:07:00,user_16,28,customers,UPDATE,189,0,0,0,10,0,0
480,2026-03-09 06:02:00,user_16,21,customers,SELECT,170,1,0,0,11,0,0
465,2026-03-09 14:34:00,user_16,6,customers,SELECT,860,1,1,0,57,1,1
475,2026-03-09 23:09:00,user_16,16,orders,SELECT,188,1,0,0,12,0,0
471,2026-03-10 09:14:00,user_16,12,orders,SELECT,177,0,0,0,16,0,0
474,2026-03-10 22:34:00,user_16,15,orders,UPDATE,112,1,0,0,12,0,0
479,2026-03-11 00:37:00,user_16,20,inventory,UPDATE,186,1,0,0,8,0,0
484,2026-03-11 08:43:00,user_16,25,customers,SELECT,150,0,0,0,19,0,0
483,2026-03-11 12:48:00,user_16,24,inventory,SELECT,345,1,1,0,50,1,1
469,2026-03-11 16:38:00,user_16,10,customers,SELECT,142,0,0,0,16,0,0
473,2026-03-12 02:48:00,user_16,14,customers,SELECT,127,1,0,0,14,0,0
468,2026-03-12 11:57:00,user_16,9,customers,SELECT,57,0,0,0,16,0,0
467,2026-03-13 05:10:00,user_16,8,orders,SELECT,93,1,0,0,16,0,0
488,2026-03-13 05:40:00,user_16,29,customers,SELECT,479,1,1,1,65,1,1
477,2026-03-13 09:49:00,user_16,18,customers,INSERT,66,0,0,0,11,0,0
463,2026-03-13 14:33:00,user_16,4,transactions,UPDATE,139,0,1,0,18,0,0
476,2026-03-13 15:31:00,user_16,17,customers,UPDATE,850,1,1,1,50,1,1
470,2026-03-14 02:10:00,user_16,11,inventory,UPDATE,106,1,0,0,5,0,0
486,2026-03-14 11:37:00,user_16,27,orders,SELECT,118,0,0,0,18,0,0
464,2026-03-14 22:23:00,user_16,5,transactions,SELECT,127,1,1,0,11,0,0
462,2026-03-15 03:48:00,user_16,3,orders,SELECT,165,1,0,0,7,0,0
513,2026-03-02 17:04:00,user_17,25,inventory,UPDATE,349,1,1,0,25,1,1
496,2026-03-03 11:29:00,user_17,8,inventory,UPDATE,686,1,1,0,68,1,1
491,2026-03-04 18:29:00,user_17,3,orders,SELECT,102,0,0,0,8,0,0
511,2026-03-05 04:52:00,user_17,23,salary,SELECT,859,1,1,1,56,1,1
519,2026-03-05 10:54:00,user_17,31,customers,SELECT,153,0,0,0,14,0,0
512,2026-03-05 13:30:00,user_17,24,hr_data,SELECT,191,0,0,0,9,0,0
500,2026-03-05 16:46:00,user_17,12,hr_data,SELECT,99,0,0,0,14,0,0
520,2026-03-05 17:49:00,user_17,32,finance,SELECT,204,0,1,0,7,0,0
505,2026-03-05 23:56:00,user_17,17,orders,SELECT,142,1,0,0,10,0,0
515,2026-03-06 08:27:00,user_17,27,inventory,SELECT,118,0,0,1,13,0,0
506,2026-03-06 09:50:00,user_17,18,salary,SELECT,127,0,1,0,13,0,0
492,2026-03-06 20:36:00,user_17,4,transactions,SELECT,192,1,1,0,13,0,0
518,2026-03-07 21:34:00,user_17,30,customers,UPDATE,117,1,0,0,2,0,0
508,2026-03-08 21:09:00,user_17,20,customers,SELECT,154,1,0,0,21,0,0
495,2026-03-08 21:22:00,user_17,7,finance,DELETE,196,1,1,0,18,0,0
499,2026-03-08 22:50:00,user_17,11,orders,DELETE,138,1,0,0,9,0,0
504,2026-03-09 13:24:00,user_17,16,inventory,SELECT,780,1,1,0,45,1,1
503,2026-03-10 00:53:00,user_17,15,inventory,SELECT,169,1,0,0,15,0,0
490,2026-03-10 01:09:00,user_17,2,salary,SELECT,180,1,1,0,7,0,0
502,2026-03-10 09:36:00,user_17,14,hr_data,SELECT,188,0,0,0,10,0,0
521,2026-03-10 09:45:00,user_17,33,customers,INSERT,92,0,0,0,16,0,0
517,2026-03-10 17:38:00,user_17,29,customers,SELECT,171,0,0,1,9,0,0
514,2026-03-10 18:13:00,user_17,26,customers,SELECT,454,1,1,0,25,1,1
493,2026-03-11 21:52:00,user_17,5,hr_data,SELECT,125,1,0,1,11,0,0
501,2026-03-12 06:33:00,user_17,13,hr_data,SELECT,140,1,0,0,12,0,0
516,2026-03-12 08:53:00,user_17,28,finance,SELECT,95,0,1,0,6,0,0
510,2026-03-12 11:51:00,user_17,22,hr_data,SELECT,191,0,0,0,13,0,0
489,2026-03-12 15:40:00,user_17,1,customers,SELECT,118,0,0,0,14,0,0
509,2026-03-13 21:43:00,user_17,21,finance,SELECT,209,1,1,0,13,0,0
494,2026-03-14 01:21:00,user_17,6,inventory,SELECT,123,1,0,1,14,0,0
507,2026-03-14 15:57:00,user_17,19,inventory,SELECT,163,0,0,0,13,0,0
498,2026-03-14 17:53:00,user_17,10,salary,SELECT,166,0,1,0,11,0,0
497,2026-03-15 03:23:00,user_17,9,finance,UPDATE,109,1,1,0,3,0,0
524,2026-03-01 14:09:00,user_18,3,salary,SELECT,156,0,1,0,15,0,0
534,2026-03-03 02:30:00,user_18,13,orders,SELECT,73,1,0,0,3,0,0
533,2026-03-03 03:49:00,user_18,12,inventory,INSERT,747,1,1,0,39,1,1
522,2026-03-03 05:01:00,user_18,1,finance,UPDATE,97,1,1,0,4,0,0
523,2026-03-03 12:03:00,user_18,2,orders,SELECT,71,0,0,0,8,0,0
539,2026-03-04 21:15:00,user_18,18,salary,SELECT,305,1,1,1,44,1,1
545,2026-03-05 05:36:00,user_18,24,finance,SELECT,72,1,1,0,7,0,0
529,2026-03-06 02:08:00,user_18,8,inventory,SELECT,65,1,0,0,1,0,0
526,2026-03-06 14:28:00,user_18,5,customers,UPDATE,62,0,0,0,7,0,0
548,2026-03-06 23:40:00,user_18,27,salary,SELECT,36,1,1,0,5,0,0
546,2026-03-07 11:35:00,user_18,25,inventory,SELECT,6,0,0,0,11,0,0
528,2026-03-07 18:07:00,user_18,7,transactions,SELECT,622,1,1,0,26,1,1
538,2026-03-08 02:18:00,user_18,17,salary,SELECT,457,1,1,0,49,1,1
525,2026-03-08 21:55:00,user_18,4,inventory,UPDATE,840,1,1,1,27,1,1
532,2026-03-08 22:10:00,user_18,11,orders,SELECT,78,1,0,0,9,0,0
550,2026-03-08 22:26:00,user_18,29,transactions,SELECT,107,1,1,0,7,0,0
543,2026-03-10 03:23:00,user_18,22,customers,SELECT,103,1,0,0,7,0,0
535,2026-03-10 09:39:00,user_18,14,hr_data,SELECT,72,0,0,0,11,0,0
530,2026-03-10 10:31:00,user_18,9,hr_data,SELECT,107,0,0,0,2,0,0
547,2026-03-10 22:58:00,user_18,26,orders,SELECT,99,1,0,0,8,0,0
537,2026-03-11 04:50:00,user_18,16,customers,SELECT,127,1,0,0,7,0,0
540,2026-03-11 11:53:00,user_18,19,orders,SELECT,491,1,1,0,52,1,1
541,2026-03-11 14:07:00,user_18,20,inventory,SELECT,391,1,1,0,47,1,1
536,2026-03-11 15:03:00,user_18,15,inventory,SELECT,102,0,0,0,7,0,0
549,2026-03-11 19:03:00,user_18,28,customers,SELECT,52,0,0,0,10,0,0
527,2026-03-12 04:41:00,user_18,6,orders,DELETE,130,1,0,0,5,0,0
542,2026-03-13 23:40:00,user_18,21,customers,SELECT,87,1,0,0,7,0,0
544,2026-03-14 02:34:00,user_18,23,hr_data,INSERT,122,1,0,0,4,0,0
531,2026-03-14 06:29:00,user_18,10,transactions,SELECT,55,1,1,0,15,0,0
574,2026-03-01 21:20:00,user_19,24,transactions,SELECT,126,1,1,0,13,0,0
560,2026-03-03 01:23:00,user_19,10,orders,SELECT,93,1,0,0,9,0,0
566,2026-03-03 18:51:00,user_19,16,customers,SELECT,109,0,0,0,22,0,0
575,2026-03-05 02:45:00,user_19,25,hr_data,SELECT,188,1,0,0,5,0,0
552,2026-03-05 22:41:00,user_19,2,inventory,SELECT,90,1,0,0,6,0,0
580,2026-03-06 01:23:00,user_19,30,orders,SELECT,117,1,0,0,8,0,0
557,2026-03-06 03:29:00,user_19,7,orders,SELECT,131,1,0,0,13,0,0
577,2026-03-06 15:37:00,user_19,27,salary,SELECT,113,0,1,1,11,0,0
559,2026-03-07 02:59:00,user_19,9,finance,SELECT,116,1,1,0,7,0,0
570,2026-03-08 02:20:00,user_19,20,orders,INSERT,445,1,1,0,47,1,1
571,2026-03-08 11:20:00,user_19,21,orders,SELECT,132,0,0,0,6,0,0
573,2026-03-08 15:10:00,user_19,23,customers,SELECT,104,0,0,0,8,0,0
553,2026-03-08 15:17:00,user_19,3,orders,SELECT,151,0,0,0,20,0,0
572,2026-03-09 07:13:00,user_19,22,inventory,SELECT,145,1,0,0,8,0,0
564,2026-03-09 10:52:00,user_19,14,customers,SELECT,105,0,0,1,3,0,0
568,2026-03-09 21:19:00,user_19,18,orders,SELECT,119,1,0,0,4,0,0
555,2026-03-10 07:35:00,user_19,5,orders,DELETE,129,1,0,0,17,0,0
565,2026-03-10 11:14:00,user_19,15,hr_data,SELECT,113,0,0,0,7,0,0
558,2026-03-10 16:26:00,user_19,8,finance,SELECT,177,0,1,0,5,0,0
578,2026-03-11 05:00:00,user_19,28,orders,SELECT,156,1,0,0,15,0,0
579,2026-03-11 14:31:00,user_19,29,inventory,SELECT,109,0,0,0,13,0,0
569,2026-03-12 18:19:00,user_19,19,customers,INSERT,128,0,0,0,15,0,0
567,2026-03-13 04:19:00,user_19,17,inventory,SELECT,152,1,0,0,12,0,0
561,2026-03-13 12:50:00,user_19,11,inventory,DELETE,93,0,0,0,6,0,0
563,2026-03-13 14:13:00,user_19,13,inventory,DELETE,554,1,1,1,67,1,1
562,2026-03-13 17:54:00,user_19,12,customers,INSERT,156,0,0,0,6,0,0
556,2026-03-13 18:59:00,user_19,6,customers,SELECT,772,1,1,1,70,1,1
576,2026-03-13 22:24:00,user_19,26,customers,SELECT,122,1,0,0,10,0,0
554,2026-03-14 11:30:00,user_19,4,salary,SELECT,131,0,1,0,12,0,0
581,2026-03-14 12:18:00,user_19,31,customers,UPDATE,136,0,0,0,11,0,0
551,2026-03-14 21:37:00,user_19,1,customers,SELECT,87,1,0,0,8,0,0
591,2026-03-01 14:14:00,user_20,10,inventory,SELECT,102,0,0,0,8,0,0
600,2026-03-02 02:36:00,user_20,19,orders,SELECT,105,1,0,0,12,0,0
608,2026-03-02 17:22:00,user_20,27,hr_data,UPDATE,435,1,1,0,40,1,1
604,2026-03-02 17:25:00,user_20,23,inventory,SELECT,68,0,0,0,12,0,0
612,2026-03-03 11:50:00,user_20,31,orders,SELECT,113,0,0,0,12,0,0
607,2026-03-03 13:00:00,user_20,26,customers,SELECT,35,0,0,0,6,0,0
597,2026-03-03 22:49:00,user_20,16,inventory,SELECT,126,1,0,0,10,0,0
582,2026-03-03 23:14:00,user_20,1,orders,UPDATE,72,1,0,0,10,0,0
587,2026-03-04 14:12:00,user_20,6,inventory,SELECT,692,1,1,0,52,1,1
609,2026-03-04 16:52:00,user_20,28,salary,UPDATE,134,0,1,0,14,0,0
605,2026-03-05 04:57:00,user_20,24,orders,SELECT,124,1,0,0,6,0,0
589,2026-03-05 07:36:00,user_20,8,inventory,SELECT,127,1,0,0,13,0,0
588,2026-03-05 14:26:00,user_20,7,inventory,SELECT,87,0,0,0,4,0,0
602,2026-03-06 03:37:00,user_20,21,transactions,SELECT,93,1,1,0,9,0,0
606,2026-03-07 11:00:00,user_20,25,hr_data,SELECT,113,0,0,0,15,0,0
595,2026-03-07 15:06:00,user_20,14,customers,SELECT,33,0,0,0,8,0,0
585,2026-03-08 03:26:00,user_20,4,hr_data,SELECT,26,1,0,0,5,0,0
586,2026-03-08 12:02:00,user_20,5,customers,SELECT,83,0,0,0,11,0,0
583,2026-03-08 12:09:00,user_20,2,inventory,SELECT,106,0,0,0,13,0,0
590,2026-03-08 12:48:00,user_20,9,transactions,SELECT,135,0,1,0,6,0,0
584,2026-03-09 07:00:00,user_20,3,orders,SELECT,90,1,0,0,1,0,0
598,2026-03-09 17:21:00,user_20,17,inventory,SELECT,115,0,0,0,7,0,0
613,2026-03-09 18:33:00,user_20,32,inventory,SELECT,135,0,0,0,10,0,0
610,2026-03-10 07:28:00,user_20,29,inventory,SELECT,126,1,0,0,5,0,0
611,2026-03-10 19:13:00,user_20,30,orders,SELECT,103,0,0,0,12,0,0
593,2026-03-10 19:59:00,user_20,12,salary,SELECT,86,0,1,0,10,0,0
601,2026-03-11 08:47:00,user_20,20,transactions,SELECT,82,0,1,0,7,0,0
599,2026-03-11 10:02:00,user_20,18,inventory,INSERT,553,1,1,0,44,1,1
592,2026-03-14 03:41:00,user_20,11,inventory,SELECT,59,1,0,0,12,0,0
594,2026-03-14 05:46:00,user_20,13,customers,SELECT,131,1,0,0,2,0,0
596,2026-03-14 05:55:00,user_20,15,salary,SELECT,118,1,1,0,8,0,0
603,2026-03-15 06:17:00,user_20,22,finance,SELECT,511,1,1,1,38,1,1
625,2026-03-01 13:24:00,user_21,12,finance,UPDATE,39,0,1,0,9,0,0
636,2026-03-01 23:38:00,user_21,23,transactions,SELECT,39,1,1,0,10,0,0
644,2026-03-02 06:45:00,user_21,31,hr_data,DELETE,164,1,0,0,10,0,0
618,2026-03-02 10:05:00,user_21,5,customers,SELECT,35,0,0,0,15,0,0
638,2026-03-02 14:48:00,user_21,25,salary,SELECT,88,0,1,0,11,0,0
643,2026-03-03 00:51:00,user_21,30,customers,SELECT,69,1,0,0,11,0,0
627,2026-03-03 09:47:00,user_21,14,salary,SELECT,87,0,1,0,22,0,0
619,2026-03-04 04:51:00,user_21,6,hr_data,SELECT,62,1,0,0,8,0,0
624,2026-03-04 09:28:00,user_21,11,inventory,SELECT,21,0,0,0,11,0,0
629,2026-03-04 09:42:00,user_21,16,finance,SELECT,876,1,1,0,25,1,1
634,2026-03-04 13:21:00,user_21,21,customers,SELECT,76,0,0,0,9,0,0
631,2026-03-04 19:40:00,user_21,18,hr_data,SELECT,46,0,0,0,5,0,0
648,2026-03-04 21:51:00,user_21,35,inventory,SELECT,37,1,0,0,7,0,0
632,2026-03-06 07:38:00,user_21,19,customers,SELECT,100,1,0,0,11,0,0
621,2026-03-07 14:39:00,user_21,8,customers,SELECT,469,1,1,0,28,1,1
647,2026-03-07 16:32:00,user_21,34,customers,SELECT,48,0,0,0,19,0,0
616,2026-03-07 19:52:00,user_21,3,orders,SELECT,102,0,0,0,12,0,0
645,2026-03-07 21:27:00,user_21,32,finance,SELECT,76,1,1,0,7,0,0
628,2026-03-08 04:25:00,user_21,15,customers,SELECT,65,1,0,0,14,0,0
641,2026-03-08 13:50:00,user_21,28,customers,UPDATE,49,0,0,0,13,0,0
614,2026-03-09 12:38:00,user_21,1,transactions,SELECT,93,0,1,0,22,0,0
642,2026-03-09 16:33:00,user_21,29,inventory,SELECT,73,0,0,0,9,0,0
639,2026-03-10 03:44:00,user_21,26,customers,SELECT,32,1,0,0,17,0,0
